Year,State,Producer Type,Energy Source,"CO2
(Metric Tons)","SO2
(Metric Tons)","NOx
(Metric Tons)"
1999,OK,IPP NAICS-22 Cogen,Coal,2557259,8179,6608
1999,OK,IPP NAICS-22 Cogen,Natural Gas,397566,2,1070
1999,OK,Total Electric Power Industry,All Sources,44627820,102891,98870
1999,OK,Total Electric Power Industry,Coal,34194766,100202,72224
1999,OK,Total Electric Power Industry,Natural Gas,10367629,46,22094
1999,OK,Total Electric Power Industry,Other Gases,0,1,224
1999,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,2252,746
1999,OK,Total Electric Power Industry,Other,1669,3,8
1999,OK,Total Electric Power Industry,Petroleum,63756,386,3572
1999,OR,Commercial Cogen,All Sources,22994,0,53
1999,OR,Commercial Cogen,Natural Gas,22981,0,53
1999,OR,Commercial Cogen,Petroleum,13,0,0
1999,OR,Electric Utility,All Sources,4983178,15048,10225
1999,OR,Electric Utility,Coal,3724621,15027,8108
1999,OR,Electric Utility,Natural Gas,1251939,7,2105
1999,OR,Electric Utility,Petroleum,6618,14,12
1999,OR,Industrial Cogen,All Sources,556981,1500,1912
1999,OR,Industrial Cogen,Coal,132297,540,313
1999,OR,Industrial Cogen,Natural Gas,423727,2,1050
1999,OR,Industrial Cogen,Wood and Wood Derived Fuels,0,952,547
1999,OR,Industrial Cogen,Petroleum,957,6,2
1999,OR,IPP NAICS-22 Cogen,All Sources,1428243,49,535
1999,OR,IPP NAICS-22 Cogen,Natural Gas,1428243,7,169
1999,OR,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,42,367
1999,OR,IPP NAICS-22 Non-Cogen,All Sources,68061,140,411
1999,OR,IPP NAICS-22 Non-Cogen,Natural Gas,155,0,0
1999,OR,IPP NAICS-22 Non-Cogen,Other,67906,140,411
1999,OR,Total Electric Power Industry,All Sources,7059457,16737,13136
1999,OR,Total Electric Power Industry,Coal,3856918,15567,8421
1999,OR,Total Electric Power Industry,Natural Gas,3127045,16,3377
1999,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,994,914
1999,OR,Total Electric Power Industry,Other,67906,140,411
1999,OR,Total Electric Power Industry,Petroleum,7588,20,14
1999,PA,Commercial Cogen,All Sources,181979,788,461
1999,PA,Commercial Cogen,Coal,52299,775,113
1999,PA,Commercial Cogen,Natural Gas,123351,0,285
1999,PA,Commercial Cogen,Petroleum,6329,13,62
1999,PA,Commercial Non-Cogen,All Sources,163287,322,936
1999,PA,Commercial Non-Cogen,Other,158462,312,917
1999,PA,Commercial Non-Cogen,Petroleum,4825,10,18
1999,PA,Electric Utility,All Sources,84003303,446420,99155
1999,PA,Electric Utility,Coal,80299510,429611,92778
1999,PA,Electric Utility,Natural Gas,569399,0,243
1999,PA,Electric Utility,Petroleum,3134394,16810,6131
1999,PA,Industrial Cogen,All Sources,4457600,52708,18331
1999,PA,Industrial Cogen,Coal,2625005,36754,3983
1999,PA,Industrial Cogen,Natural Gas,738465,1,1089
1999,PA,Industrial Cogen,Other Gases,0,21,787
1999,PA,Industrial Cogen,Other Biomass,0,38,18
1999,PA,Industrial Cogen,Wood and Wood Derived Fuels,0,3638,490
1999,PA,Industrial Cogen,Other,73991,761,187
1999,PA,Industrial Cogen,Petroleum,1020139,11495,11779
1999,PA,Industrial Non-Cogen,All Sources,691185,10073,1247
1999,PA,Industrial Non-Cogen,Coal,689872,10073,1245
1999,PA,Industrial Non-Cogen,Natural Gas,1313,0,3
1999,PA,IPP NAICS-22 Cogen,All Sources,7343174,49611,8297
1999,PA,IPP NAICS-22 Cogen,Coal,6110109,49369,5945
1999,PA,IPP NAICS-22 Cogen,Natural Gas,1138041,1,1224
1999,PA,IPP NAICS-22 Cogen,Other Biomass,0,0,119
1999,PA,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,37,334
1999,PA,IPP NAICS-22 Cogen,Other,61528,126,372
1999,PA,IPP NAICS-22 Cogen,Petroleum,33496,78,304
1999,PA,IPP NAICS-22 Non-Cogen,All Sources,19827848,438583,91453
1999,PA,IPP NAICS-22 Non-Cogen,Coal,18760995,425791,81311
1999,PA,IPP NAICS-22 Non-Cogen,Natural Gas,19379,0,46
1999,PA,IPP NAICS-22 Non-Cogen,Other Gases,312,0,0
1999,PA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,1966
1999,PA,IPP NAICS-22 Non-Cogen,Other,1008288,1866,5489
1999,PA,IPP NAICS-22 Non-Cogen,Petroleum,38874,10928,2635
1999,PA,Total Electric Power Industry,All Sources,116668376,998505,219880
1999,PA,Total Electric Power Industry,Coal,108537790,952373,185375
1999,PA,Total Electric Power Industry,Natural Gas,2589948,2,2890
1999,PA,Total Electric Power Industry,Other Gases,312,21,787
1999,PA,Total Electric Power Industry,Other Biomass,0,38,2103
1999,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3675,824
1999,PA,Total Electric Power Industry,Other,1302269,3065,6965
1999,PA,Total Electric Power Industry,Petroleum,4238057,39334,20929
1999,RI,Commercial Cogen,All Sources,170153,1094,315
1999,RI,Commercial Cogen,Natural Gas,12611,0,30
1999,RI,Commercial Cogen,Petroleum,157542,1094,285
1999,RI,Electric Utility,All Sources,7662,17,159
1999,RI,Electric Utility,Petroleum,7662,17,159
1999,RI,Industrial Cogen,All Sources,35486,241,63
1999,RI,Industrial Cogen,Petroleum,35486,241,63
1999,RI,IPP NAICS-22 Cogen,All Sources,225184,12,61
1999,RI,IPP NAICS-22 Cogen,Natural Gas,220198,1,61
1999,RI,IPP NAICS-22 Cogen,Petroleum,4986,11,1
1999,RI,IPP NAICS-22 Non-Cogen,All Sources,2738159,23,1989
1999,RI,IPP NAICS-22 Non-Cogen,Natural Gas,2732482,12,508
1999,RI,IPP NAICS-22 Non-Cogen,Other Biomass,0,1,1480
1999,RI,IPP NAICS-22 Non-Cogen,Petroleum,5677,10,0
1999,RI,Total Electric Power Industry,All Sources,3176644,1387,2587
1999,RI,Total Electric Power Industry,Natural Gas,2965291,13,599
1999,RI,Total Electric Power Industry,Other Biomass,0,1,1480
1999,RI,Total Electric Power Industry,Petroleum,211353,1373,508
1999,SC,Commercial Cogen,All Sources,102651,175,550
1999,SC,Commercial Cogen,Natural Gas,1333,0,31
1999,SC,Commercial Cogen,Other,99575,171,503
1999,SC,Commercial Cogen,Petroleum,1743,4,15
1999,SC,Commercial Non-Cogen,All Sources,33,0,1
1999,SC,Commercial Non-Cogen,Petroleum,33,0,1
1999,SC,Electric Utility,All Sources,33289512,198276,80610
1999,SC,Electric Utility,Coal,32647558,196930,79502
1999,SC,Electric Utility,Natural Gas,279460,0,385
1999,SC,Electric Utility,Other Biomass,0,858,121
1999,SC,Electric Utility,Petroleum,362494,488,601
1999,SC,Industrial Cogen,All Sources,1971911,22061,7605
1999,SC,Industrial Cogen,Coal,1489693,12197,3335
1999,SC,Industrial Cogen,Natural Gas,133305,1,310
1999,SC,Industrial Cogen,Other Gases,150101,0,62
1999,SC,Industrial Cogen,Wood and Wood Derived Fuels,0,8491,3539
1999,SC,Industrial Cogen,Petroleum,198812,1374,360
1999,SC,IPP NAICS-22 Cogen,All Sources,311628,1,80
1999,SC,IPP NAICS-22 Cogen,Natural Gas,311628,1,80
1999,SC,Total Electric Power Industry,All Sources,35675735,220513,88846
1999,SC,Total Electric Power Industry,Coal,34137251,209127,82837
1999,SC,Total Electric Power Industry,Natural Gas,725726,2,806
1999,SC,Total Electric Power Industry,Other Gases,150101,0,62
1999,SC,Total Electric Power Industry,Other Biomass,0,858,121
1999,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,0,8491,3539
1999,SC,Total Electric Power Industry,Other,99575,171,503
1999,SC,Total Electric Power Industry,Petroleum,563082,1866,977
1999,SD,Electric Utility,All Sources,3852002,24489,22075
1999,SD,Electric Utility,Coal,3689417,24346,21514
1999,SD,Electric Utility,Natural Gas,137584,0,158
1999,SD,Electric Utility,Other,0,82,268
1999,SD,Electric Utility,Petroleum,25001,60,134
1999,SD,Total Electric Power Industry,All Sources,3852002,24489,22075
1999,SD,Total Electric Power Industry,Coal,3689417,24346,21514
1999,SD,Total Electric Power Industry,Natural Gas,137584,0,158
1999,SD,Total Electric Power Industry,Other,0,82,268
1999,SD,Total Electric Power Industry,Petroleum,25001,60,134
1999,TN,Commercial Cogen,All Sources,339988,2089,1137
1999,TN,Commercial Cogen,Coal,129858,1886,291
1999,TN,Commercial Cogen,Natural Gas,95330,0,252
1999,TN,Commercial Cogen,Other,114541,202,594
1999,TN,Commercial Cogen,Petroleum,259,0,0
1999,TN,Electric Utility,All Sources,53755732,402319,166559
1999,TN,Electric Utility,Coal,53119324,401607,163459
1999,TN,Electric Utility,Natural Gas,188400,0,345
1999,TN,Electric Utility,Petroleum,448008,712,2756
1999,TN,Industrial Cogen,All Sources,5931776,83545,15528
1999,TN,Industrial Cogen,Coal,5524453,80250,12389
1999,TN,Industrial Cogen,Natural Gas,348352,1,804
1999,TN,Industrial Cogen,Other Gases,0,1,24
1999,TN,Industrial Cogen,Wood and Wood Derived Fuels,0,3025,2226
1999,TN,Industrial Cogen,Other,15991,161,60
1999,TN,Industrial Cogen,Petroleum,42980,109,23
1999,TN,IPP NAICS-22 Cogen,All Sources,0,0,1
1999,TN,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,0,1
1999,TN,IPP NAICS-22 Non-Cogen,All Sources,132058,0,255
1999,TN,IPP NAICS-22 Non-Cogen,Natural Gas,132058,0,0
1999,TN,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,255
1999,TN,Total Electric Power Industry,All Sources,60159554,487953,183480
1999,TN,Total Electric Power Industry,Coal,58773635,483743,176139
1999,TN,Total Electric Power Industry,Natural Gas,764140,1,1401
1999,TN,Total Electric Power Industry,Other Gases,0,1,24
1999,TN,Total Electric Power Industry,Other Biomass,0,0,255
1999,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3025,2227
1999,TN,Total Electric Power Industry,Other,130532,363,654
1999,TN,Total Electric Power Industry,Petroleum,491247,821,2779
1999,TX,Commercial Cogen,All Sources,367403,7,1837
1999,TX,Commercial Cogen,Natural Gas,364891,1,1828
1999,TX,Commercial Cogen,Petroleum,2512,5,8
1999,TX,Commercial Non-Cogen,All Sources,2359,4,58
1999,TX,Commercial Non-Cogen,Natural Gas,499,0,12
1999,TX,Commercial Non-Cogen,Other Biomass,0,0,9
1999,TX,Commercial Non-Cogen,Petroleum,1860,4,37
1999,TX,Electric Utility,All Sources,208176017,619775,364561
1999,TX,Electric Utility,Coal,142613481,619232,229111
1999,TX,Electric Utility,Natural Gas,65439396,235,117248
1999,TX,Electric Utility,Other Biomass,0,4,416
1999,TX,Electric Utility,Other,0,6,2
1999,TX,Electric Utility,Petroleum,123140,299,17784
1999,TX,Industrial Cogen,All Sources,28455671,24994,101287
1999,TX,Industrial Cogen,Coal,320622,3365,702
1999,TX,Industrial Cogen,Natural Gas,27604090,167,88652
1999,TX,Industrial Cogen,Other Gases,0,35,4992
1999,TX,Industrial Cogen,Other Biomass,0,197,504
1999,TX,Industrial Cogen,Wood and Wood Derived Fuels,0,11803,3496
1999,TX,Industrial Cogen,Other,0,4,1917
1999,TX,Industrial Cogen,Petroleum,530959,9423,1022
1999,TX,Industrial Non-Cogen,All Sources,3351365,31905,9387
1999,TX,Industrial Non-Cogen,Coal,3170600,31883,6916
1999,TX,Industrial Non-Cogen,Natural Gas,176644,0,2168
1999,TX,Industrial Non-Cogen,Other Gases,0,12,293
1999,TX,Industrial Non-Cogen,Petroleum,4121,9,9
1999,TX,IPP NAICS-22 Cogen,All Sources,14208157,45722,31776
1999,TX,IPP NAICS-22 Cogen,Natural Gas,12543294,59,26232
1999,TX,IPP NAICS-22 Cogen,Other Gases,0,4,54
1999,TX,IPP NAICS-22 Cogen,Other,0,1,619
1999,TX,IPP NAICS-22 Cogen,Petroleum,1664863,45658,4872
1999,TX,IPP NAICS-22 Non-Cogen,All Sources,423987,2,871
1999,TX,IPP NAICS-22 Non-Cogen,Natural Gas,423987,2,785
1999,TX,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,86
1999,TX,Total Electric Power Industry,All Sources,254984959,722409,509777
1999,TX,Total Electric Power Industry,Coal,146104703,654480,236729
1999,TX,Total Electric Power Industry,Natural Gas,106552801,464,236925
1999,TX,Total Electric Power Industry,Other Gases,0,51,5339
1999,TX,Total Electric Power Industry,Other Biomass,0,201,1015
1999,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,0,11803,3496
1999,TX,Total Electric Power Industry,Other,0,11,2538
1999,TX,Total Electric Power Industry,Petroleum,2327455,55398,23732
1999,US-TOTAL,Commercial Cogen,All Sources,9788378,39792,49332
1999,US-TOTAL,Commercial Cogen,Coal,3442922,33655,8614
1999,US-TOTAL,Commercial Cogen,Natural Gas,4525589,13,27726
1999,US-TOTAL,Commercial Cogen,Other Gases,9,0,0
1999,US-TOTAL,Commercial Cogen,Other Biomass,0,1,2970
1999,US-TOTAL,Commercial Cogen,Wood and Wood Derived Fuels,0,13,114
1999,US-TOTAL,Commercial Cogen,Other,1142306,2281,6052
1999,US-TOTAL,Commercial Cogen,Petroleum,677552,3820,3850
1999,US-TOTAL,Commercial Non-Cogen,All Sources,963702,1814,8074
1999,US-TOTAL,Commercial Non-Cogen,Coal,25013,103,53
1999,US-TOTAL,Commercial Non-Cogen,Natural Gas,9165,0,183
1999,US-TOTAL,Commercial Non-Cogen,Other Biomass,0,0,2969
1999,US-TOTAL,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,1,11
1999,US-TOTAL,Commercial Non-Cogen,Other,865369,1499,4410
1999,US-TOTAL,Commercial Non-Cogen,Petroleum,64155,210,448
1999,US-TOTAL,Electric Utility,All Sources,1981242947,10065599,4625732
1999,US-TOTAL,Electric Utility,Coal,1736413050,9518881,4099375
1999,US-TOTAL,Electric Utility,Geothermal,43634,0,0
1999,US-TOTAL,Electric Utility,Natural Gas,169506120,608,252359
1999,US-TOTAL,Electric Utility,Other Gases,0,8084,1005
1999,US-TOTAL,Electric Utility,Other Biomass,0,1357,623
1999,US-TOTAL,Electric Utility,Wood and Wood Derived Fuels,0,109,1620
1999,US-TOTAL,Electric Utility,Other,0,1805,2800
1999,US-TOTAL,Electric Utility,Petroleum,75280143,534721,267932
1999,US-TOTAL,Industrial Cogen,All Sources,147197066,1028458,523925
1999,US-TOTAL,Industrial Cogen,Coal,54606665,525113,134179
1999,US-TOTAL,Industrial Cogen,Natural Gas,74946945,390,216172
1999,US-TOTAL,Industrial Cogen,Other Gases,160630,380,22241
1999,US-TOTAL,Industrial Cogen,Other Biomass,0,825,2512
1999,US-TOTAL,Industrial Cogen,Wood and Wood Derived Fuels,0,237142,88559
1999,US-TOTAL,Industrial Cogen,Other,463161,4288,5819
1999,US-TOTAL,Industrial Cogen,Petroleum,17019665,260310,54434
1999,US-TOTAL,Industrial Non-Cogen,All Sources,5642670,51113,17077
1999,US-TOTAL,Industrial Non-Cogen,Coal,4466490,51013,9604
1999,US-TOTAL,Industrial Non-Cogen,Natural Gas,1152854,2,6513
1999,US-TOTAL,Industrial Non-Cogen,Other Gases,0,12,293
1999,US-TOTAL,Industrial Non-Cogen,Wood and Wood Derived Fuels,0,31,260
1999,US-TOTAL,Industrial Non-Cogen,Other,0,0,3
1999,US-TOTAL,Industrial Non-Cogen,Petroleum,23326,54,402
1999,US-TOTAL,IPP NAICS-22 Cogen,All Sources,100669170,372129,197159
1999,US-TOTAL,IPP NAICS-22 Cogen,Coal,31897752,208170,60898
1999,US-TOTAL,IPP NAICS-22 Cogen,Natural Gas,59544930,267,97926
1999,US-TOTAL,IPP NAICS-22 Cogen,Other Gases,811,8,155
1999,US-TOTAL,IPP NAICS-22 Cogen,Other Biomass,0,34,4450
1999,US-TOTAL,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,2636,3291
1999,US-TOTAL,IPP NAICS-22 Cogen,Other,1617858,5249,9545
1999,US-TOTAL,IPP NAICS-22 Cogen,Petroleum,7607819,155757,20887
1999,US-TOTAL,IPP NAICS-22 Non-Cogen,All Sources,120798363,1284464,534200
1999,US-TOTAL,IPP NAICS-22 Non-Cogen,Coal,63359234,1116196,374432
1999,US-TOTAL,IPP NAICS-22 Non-Cogen,Geothermal,337289,0,0
1999,US-TOTAL,IPP NAICS-22 Non-Cogen,Natural Gas,33404400,150,30717
1999,US-TOTAL,IPP NAICS-22 Non-Cogen,Other Gases,43960,0,42
1999,US-TOTAL,IPP NAICS-22 Non-Cogen,Other Biomass,0,37,28440
1999,US-TOTAL,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,1188,10450
1999,US-TOTAL,IPP NAICS-22 Non-Cogen,Other,8649337,21146,46658
1999,US-TOTAL,IPP NAICS-22 Non-Cogen,Petroleum,15004143,145747,43449
1999,US-TOTAL,Total Electric Power Industry,All Sources,2366302296,12843369,5955499
1999,US-TOTAL,Total Electric Power Industry,Coal,1894211126,11453131,4687155
1999,US-TOTAL,Total Electric Power Industry,Geothermal,380923,0,0
1999,US-TOTAL,Total Electric Power Industry,Natural Gas,343090003,1430,631596
1999,US-TOTAL,Total Electric Power Industry,Other Gases,205410,8484,23736
1999,US-TOTAL,Total Electric Power Industry,Other Biomass,0,2254,41964
1999,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,241120,104305
1999,US-TOTAL,Total Electric Power Industry,Other,12738031,36268,75287
1999,US-TOTAL,Total Electric Power Industry,Petroleum,115676803,1100619,391402
1999,UT,Commercial Cogen,All Sources,50428,0,1309
1999,UT,Commercial Cogen,Natural Gas,50344,0,1308
1999,UT,Commercial Cogen,Petroleum,84,0,0
1999,UT,Electric Utility,All Sources,31990183,27372,67140
1999,UT,Electric Utility,Coal,31604968,27353,65521
1999,UT,Electric Utility,Geothermal,3996,0,0
1999,UT,Electric Utility,Natural Gas,358898,1,1560
1999,UT,Electric Utility,Petroleum,22321,18,61
1999,UT,Industrial Cogen,All Sources,65567,53,348
1999,UT,Industrial Cogen,Coal,13150,45,31
1999,UT,Industrial Cogen,Natural Gas,52417,0,125
1999,UT,Industrial Cogen,Other Gases,0,7,192
1999,UT,IPP NAICS-22 Cogen,All Sources,56726,97,286
1999,UT,IPP NAICS-22 Cogen,Other,56726,97,286
1999,UT,IPP NAICS-22 Non-Cogen,All Sources,464081,580,1205
1999,UT,IPP NAICS-22 Non-Cogen,Coal,462701,577,1204
1999,UT,IPP NAICS-22 Non-Cogen,Petroleum,1380,3,2
1999,UT,Total Electric Power Industry,All Sources,32626985,28102,70288
1999,UT,Total Electric Power Industry,Coal,32080819,27975,66756
1999,UT,Total Electric Power Industry,Geothermal,3996,0,0
1999,UT,Total Electric Power Industry,Natural Gas,461659,1,2993
1999,UT,Total Electric Power Industry,Other Gases,0,7,192
1999,UT,Total Electric Power Industry,Other,56726,97,286
1999,UT,Total Electric Power Industry,Petroleum,23785,21,63
1999,VA,Commercial Cogen,All Sources,311834,740,1149
1999,VA,Commercial Cogen,Coal,39089,352,87
1999,VA,Commercial Cogen,Natural Gas,56037,0,151
1999,VA,Commercial Cogen,Other,171528,294,864
1999,VA,Commercial Cogen,Petroleum,45180,93,47
1999,VA,Commercial Non-Cogen,All Sources,136634,253,741
1999,VA,Commercial Non-Cogen,Other,136041,252,740
1999,VA,Commercial Non-Cogen,Petroleum,593,1,1
1999,VA,Electric Utility,All Sources,33223158,205025,86950
1999,VA,Electric Utility,Coal,29497288,188397,78188
1999,VA,Electric Utility,Natural Gas,1314789,6,3717
1999,VA,Electric Utility,Petroleum,2411081,16624,5048
1999,VA,Industrial Cogen,All Sources,5210162,53684,16070
1999,VA,Industrial Cogen,Coal,4279524,38015,9406
1999,VA,Industrial Cogen,Natural Gas,371175,1,957
1999,VA,Industrial Cogen,Other Biomass,0,0,3
1999,VA,Industrial Cogen,Wood and Wood Derived Fuels,0,11925,4705
1999,VA,Industrial Cogen,Other,17883,215,44
1999,VA,Industrial Cogen,Petroleum,541580,3527,953
1999,VA,IPP NAICS-22 Cogen,All Sources,4180796,35990,10282
1999,VA,IPP NAICS-22 Cogen,Coal,3872535,35873,8877
1999,VA,IPP NAICS-22 Cogen,Natural Gas,257254,1,1008
1999,VA,IPP NAICS-22 Cogen,Other Biomass,0,3,0
1999,VA,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,3,25
1999,VA,IPP NAICS-22 Cogen,Petroleum,51007,106,370
1999,VA,IPP NAICS-22 Non-Cogen,All Sources,1171675,884,5739
1999,VA,IPP NAICS-22 Non-Cogen,Natural Gas,714123,4,1939
1999,VA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,1118
1999,VA,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,30,261
1999,VA,IPP NAICS-22 Non-Cogen,Other,441867,817,2404
1999,VA,IPP NAICS-22 Non-Cogen,Petroleum,15685,33,17
1999,VA,Total Electric Power Industry,All Sources,44234259,296576,120931
1999,VA,Total Electric Power Industry,Coal,37688436,262637,96558
1999,VA,Total Electric Power Industry,Natural Gas,2713378,12,7772
1999,VA,Total Electric Power Industry,Other Biomass,0,3,1121
1999,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,11958,4991
1999,VA,Total Electric Power Industry,Other,767319,1578,4052
1999,VA,Total Electric Power Industry,Petroleum,3065126,20384,6436
1999,VT,Electric Utility,All Sources,40681,55,393
1999,VT,Electric Utility,Natural Gas,13418,0,0
1999,VT,Electric Utility,Wood and Wood Derived Fuels,0,0,232
1999,VT,Electric Utility,Petroleum,27263,55,162
1999,VT,Industrial Cogen,All Sources,0,6,49
1999,VT,Industrial Cogen,Wood and Wood Derived Fuels,0,6,49
1999,VT,IPP NAICS-22 Non-Cogen,All Sources,2958,65,287
1999,VT,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,32,283
1999,VT,IPP NAICS-22 Non-Cogen,Petroleum,2958,33,4
1999,VT,Total Electric Power Industry,All Sources,43639,126,729
1999,VT,Total Electric Power Industry,Natural Gas,13418,0,0
1999,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,38,564
1999,VT,Total Electric Power Industry,Petroleum,30221,88,166
1999,WA,Commercial Cogen,All Sources,166014,286,368
1999,WA,Commercial Cogen,Coal,37307,267,84
1999,WA,Commercial Cogen,Natural Gas,120142,0,275
1999,WA,Commercial Cogen,Petroleum,8565,18,9
1999,WA,Electric Utility,All Sources,9493202,79681,21151
1999,WA,Electric Utility,Coal,9120560,79604,19798
1999,WA,Electric Utility,Natural Gas,364356,2,827
1999,WA,Electric Utility,Wood and Wood Derived Fuels,0,56,492
1999,WA,Electric Utility,Petroleum,8286,18,35
1999,WA,Industrial Cogen,All Sources,988201,10386,6182
1999,WA,Industrial Cogen,Coal,118208,917,288
1999,WA,Industrial Cogen,Natural Gas,645004,6,2769
1999,WA,Industrial Cogen,Other Biomass,0,74,133
1999,WA,Industrial Cogen,Wood and Wood Derived Fuels,0,7887,2593
1999,WA,Industrial Cogen,Petroleum,224989,1504,401
1999,WA,IPP NAICS-22 Cogen,All Sources,1438406,8,4083
1999,WA,IPP NAICS-22 Cogen,Natural Gas,1438035,7,3858
1999,WA,IPP NAICS-22 Cogen,Other Gases,0,1,17
1999,WA,IPP NAICS-22 Cogen,Other Biomass,0,0,207
1999,WA,IPP NAICS-22 Cogen,Petroleum,371,1,0
1999,WA,IPP NAICS-22 Non-Cogen,All Sources,118106,579,1316
1999,WA,IPP NAICS-22 Non-Cogen,Coal,0,331,108
1999,WA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,370
1999,WA,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,19,169
1999,WA,IPP NAICS-22 Non-Cogen,Other,118106,228,669
1999,WA,Total Electric Power Industry,All Sources,12203929,90940,33100
1999,WA,Total Electric Power Industry,Coal,9276075,81119,20278
1999,WA,Total Electric Power Industry,Natural Gas,2567537,15,7729
1999,WA,Total Electric Power Industry,Other Gases,0,1,17
1999,WA,Total Electric Power Industry,Other Biomass,0,74,710
1999,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,7962,3254
1999,WA,Total Electric Power Industry,Other,118106,228,669
1999,WA,Total Electric Power Industry,Petroleum,242211,1541,445
1999,WI,Commercial Cogen,All Sources,425855,2097,974
1999,WI,Commercial Cogen,Coal,326539,2075,699
1999,WI,Commercial Cogen,Natural Gas,96101,0,266
1999,WI,Commercial Cogen,Wood and Wood Derived Fuels,0,0,4
1999,WI,Commercial Cogen,Other,1619,16,3
1999,WI,Commercial Cogen,Petroleum,1596,3,1
1999,WI,Commercial Non-Cogen,All Sources,0,0,125
1999,WI,Commercial Non-Cogen,Other Biomass,0,0,125
1999,WI,Electric Utility,All Sources,44159606,191417,99193
1999,WI,Electric Utility,Coal,43140330,188158,96561
1999,WI,Electric Utility,Natural Gas,754812,0,637
1999,WI,Electric Utility,Wood and Wood Derived Fuels,0,24,448
1999,WI,Electric Utility,Other,0,1579,689
1999,WI,Electric Utility,Petroleum,264464,1654,862
1999,WI,Industrial Cogen,All Sources,4523122,42471,13821
1999,WI,Industrial Cogen,Coal,3316359,16761,7819
1999,WI,Industrial Cogen,Natural Gas,504716,2,1197
1999,WI,Industrial Cogen,Other Biomass,0,21,36
1999,WI,Industrial Cogen,Wood and Wood Derived Fuels,0,9694,2830
1999,WI,Industrial Cogen,Other,2701,4,12
1999,WI,Industrial Cogen,Petroleum,699346,15990,1924
1999,WI,Industrial Non-Cogen,All Sources,37512,1,95
1999,WI,Industrial Non-Cogen,Natural Gas,37228,0,89
1999,WI,Industrial Non-Cogen,Petroleum,284,1,6
1999,WI,IPP NAICS-22 Cogen,All Sources,355894,3,52
1999,WI,IPP NAICS-22 Cogen,Natural Gas,351917,0,52
1999,WI,IPP NAICS-22 Cogen,Petroleum,3977,2,0
1999,WI,IPP NAICS-22 Non-Cogen,All Sources,78199,612,1660
1999,WI,IPP NAICS-22 Non-Cogen,Coal,40080,606,157
1999,WI,IPP NAICS-22 Non-Cogen,Natural Gas,36827,0,102
1999,WI,IPP NAICS-22 Non-Cogen,Other Biomass,0,1,1400
1999,WI,IPP NAICS-22 Non-Cogen,Petroleum,1292,5,2
1999,WI,Total Electric Power Industry,All Sources,49580188,236601,115920
1999,WI,Total Electric Power Industry,Coal,46823308,207600,105236
1999,WI,Total Electric Power Industry,Natural Gas,1781601,2,2343
1999,WI,Total Electric Power Industry,Other Biomass,0,22,1561
1999,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,0,9718,3282
1999,WI,Total Electric Power Industry,Other,4320,1599,704
1999,WI,Total Electric Power Industry,Petroleum,970959,17655,2795
1999,WV,Electric Utility,All Sources,83319778,630061,257774
1999,WV,Electric Utility,Coal,83162181,621818,256650
1999,WV,Electric Utility,Natural Gas,20456,0,0
1999,WV,Electric Utility,Other Gases,0,8082,925
1999,WV,Electric Utility,Petroleum,137141,161,198
1999,WV,Industrial Cogen,All Sources,1833856,17311,4626
1999,WV,Industrial Cogen,Coal,1273133,17011,2912
1999,WV,Industrial Cogen,Natural Gas,520514,3,1220
1999,WV,Industrial Cogen,Other Gases,0,16,423
1999,WV,Industrial Cogen,Other,0,0,1
1999,WV,Industrial Cogen,Petroleum,40209,281,71
1999,WV,Industrial Non-Cogen,All Sources,267393,3759,652
1999,WV,Industrial Non-Cogen,Coal,263334,3759,643
1999,WV,Industrial Non-Cogen,Natural Gas,4059,0,9
1999,WV,IPP NAICS-22 Cogen,All Sources,552714,4216,1439
1999,WV,IPP NAICS-22 Cogen,Coal,547989,4216,1428
1999,WV,IPP NAICS-22 Cogen,Natural Gas,4725,0,11
1999,WV,IPP NAICS-22 Non-Cogen,All Sources,807872,739,1544
